Name;Objective;Duration;Availability (time);Availability (energy);Prod losses (annual);Direct costs (annual);Vessel costs (annual);Repair costs (annual);Technician costs (annual);Turbines;Dur;Vessels;Percent;Size
Ba_2Y_Cr_10_80;12249384,106126;0,132000;95,776618;95,761763;2088525,158977;2932193,000000;1841250,000000;897600,000000;193343,000000;Ba;2Y;Cr;10;80;
Ba_2Y_Cr_15_120;26832288,487168;0,098000;94,634322;94,687764;3848529,234708;7590698,000000;4927500,000000;2369850,000000;293348,000000;Ba;2Y;Cr;15;120;
Ba_2Y_Cr_15_150;29797361,898120;0,058000;94,961604;95,022582;4384215,890602;8458718,000000;5411250,000000;2687450,000000;360018,000000;Ba;2Y;Cr;15;150;
Ba_2Y_Cr_15_200;36727407,037752;0,075000;95,248327;95,310144;5642203,035451;9822873,000000;5988750,000000;3374100,000000;460023,000000;Ba;2Y;Cr;15;200;
Ba_2Y_Cr_15_80;17330010,634446;0,087000;93,000121;92,845927;3715017,142195;3054292,500000;1931250,000000;939700,000000;183342,500000;Ba;2Y;Cr;15;80;
Ba_2Y_Cr_5_120;19636818,682470;0,063000;95,375546;95,377208;3567233,942710;4186298,000000;2561250,000000;1331700,000000;293348,000000;Ba;2Y;Cr;5;120;
Ba_2Y_Cr_5_150;28952607,686086;0,091000;95,219124;95,390581;4018255,912806;8431435,500000;5490000,000000;2564750,000000;376685,500000;Ba;2Y;Cr;5;150;
Ba_2Y_Cr_5_200;35314726,060384;0,083000;95,807986;95,878400;5029732,480544;9886590,500000;6183750,000000;3226150,000000;476690,500000;Ba;2Y;Cr;5;200;
Ba_2Y_Cr_5_80;16438864,417840;0,044000;93,841787;93,659771;3401433,712219;2591861,000000;1571250,000000;800600,000000;220011,000000;Ba;2Y;Cr;5;80;
Ba_2Y_CT_10_120;20318468,719258;0,068000;95,422051;95,375484;3664959,514850;4138335,000000;2497500,000000;1274150,000000;366685,000000;Ba;2Y;CT;10;120;
Ba_2Y_CT_10_150;28172133,715626;0,097000;94,778133;94,613810;5365446,653891;4945571,000000;2928750,000000;1596800,000000;420021,000000;Ba;2Y;CT;10;150;
Ba_2Y_CT_10_200;38396176,609854;0,089000;95,099993;95,146035;5757677,508927;10399443,500000;6247500,000000;3615250,000000;536693,500000;Ba;2Y;CT;10;200;
Ba_2Y_CT_10_80;17534418,684228;0,134000;93,955688;93,822317;3395700,895401;3166348,500000;2010000,000000;853000,000000;303348,500000;Ba;2Y;CT;10;80;
Ba_2Y_CT_15_120;24808650,278088;0,100000;95,008814;95,027659;3500873,170351;7190769,000000;4616250,000000;2194500,000000;380019,000000;Ba;2Y;CT;15;120;
Ba_2Y_CT_15_150;29054498,169362;0,080000;95,384466;95,325921;4190738,390515;8055705,000000;5073750,000000;2548600,000000;433355,000000;Ba;2Y;CT;15;150;
Ba_2Y_CT_15_200;40579167,176580;0,095000;94,735829;94,785025;6253946,587698;10232776,500000;6221250,000000;3481500,000000;530026,500000;Ba;2Y;CT;15;200;
Ba_2Y_CT_15_80;16107055,739540;0,072000;93,936166;93,849429;3186641,674119;2960032,500000;1751250,000000;892100,000000;316682,500000;Ba;2Y;CT;15;80;
Ba_2Y_CT_5_120;25728498,833574;0,071000;93,740307;93,576660;5178541,963313;4451335,500000;2730000,000000;1344650,000000;376685,500000;Ba;2Y;CT;5;120;
Ba_2Y_CT_5_150;29544990,530238;0,116000;95,500182;95,563063;4022212,197124;8474039,000000;5463750,000000;2563600,000000;446689,000000;Ba;2Y;CT;5;150;
Ba_2Y_CT_5_200;38097690,066664;0,126000;95,428792;95,395670;5570764,312941;10043676,500000;6157500,000000;3356150,000000;530026,500000;Ba;2Y;CT;5;200;
Ba_2Y_CT_5_80;17301926,571668;0,067000;93,140030;92,973773;3669068,734232;2981798,000000;1803750,000000;884700,000000;293348,000000;Ba;2Y;CT;5;80;
Ba_2Y_NF_10_120;19034240,029420;0,065000;96,021522;95,997325;2999671,797048;4488948,000000;2418750,000000;1776850,000000;293348,000000;Ba;2Y;NF;10;120;
Ba_2Y_NF_10_150;23114230,962450;0,062000;96,066845;96,056974;3716037,861923;5680168,000000;3071250,000000;2248900,000000;360018,000000;Ba;2Y;NF;10;150;
Ba_2Y_NF_10_200;30652682,260540;0,082000;95,834104;95,775593;5324442,450018;7106557,000000;3686250,000000;2946950,000000;473357,000000;Ba;2Y;NF;10;200;
Ba_2Y_NF_10_80;15144923,547226;0,097000;94,615109;94,564297;2548344,456343;3708827,000000;1893750,000000;1608400,000000;206677,000000;Ba;2Y;NF;10;80;
Ba_2Y_NF_15_120;18178832,825922;0,082000;95,773718;95,823386;2922909,772628;5457032,000000;2572500,000000;2577850,000000;306682,000000;Ba;2Y;NF;15;120;
Ba_2Y_NF_15_150;22761655,677666;0,074000;95,941714;95,952552;3620195,491878;6435101,500000;2771250,000000;3300500,000000;363351,500000;Ba;2Y;NF;15;150;
Ba_2Y_NF_15_200;27966379,435298;0,089000;96,198575;96,262350;4407739,355771;8079340,500000;3686250,000000;3916400,000000;476690,500000;Ba;2Y;NF;15;200;
Ba_2Y_NF_15_80;12961427,562278;0,069000;95,712136;95,760166;1986897,659195;4002178,000000;1867500,000000;1908000,000000;226678,000000;Ba;2Y;NF;15;80;
Ba_2Y_NF_5_120;24638821,744288;0,099000;93,960384;93,856207;5005944,140878;4462398,500000;2808750,000000;1350300,000000;303348,500000;Ba;2Y;NF;5;120;
Ba_2Y_NF_5_150;30326172,686768;0,077000;95,000485;95,030541;4474966,902428;8518035,500000;5347500,000000;2793850,000000;376685,500000;Ba;2Y;NF;5;150;
Ba_2Y_NF_5_200;39118650,104068;0,079000;95,034639;95,016755;6072164,865352;10063358,000000;6157500,000000;3412500,000000;493358,000000;Ba;2Y;NF;5;200;
Ba_2Y_NF_5_80;18704365,460784;0,040000;91,893637;91,733571;4282539,240056;2891710,500000;1803750,000000;877950,000000;210010,500000;Ba;2Y;NF;5;80;
Ba_2Y_NO_0_120;26609827,282300;0,090000;94,707575;94,739988;3733448,235545;7325135,500000;4721250,000000;2227200,000000;376685,500000;Ba;2Y;NO;0;120;
Ba_2Y_NO_0_150;29936348,985868;0,072000;94,951201;95,055429;4374363,907904;8187521,500000;5205000,000000;2552500,000000;430021,500000;Ba;2Y;NO;0;150;
Ba_2Y_NO_0_200;36722614,396904;0,139000;95,103160;95,165350;5686002,193370;9958376,500000;6015000,000000;3413350,000000;530026,500000;Ba;2Y;NO;0;200;
Ba_2Y_NO_0_80;19540920,357204;0,089000;92,821694;92,659031;3956829,798496;3079015,500000;1882500,000000;886500,000000;310015,500000;Ba;2Y;NO;0;80;
Ba_2Y_NT_10_120;21419146,443610;0,061000;95,115016;95,029283;3734393,583996;4632020,500000;2133750,000000;2088250,000000;410020,500000;Ba;2Y;NT;10;120;
Ba_2Y_NT_10_150;21986496,655084;0,069000;95,666180;95,687092;3920952,787493;4885205,500000;2073750,000000;2368100,000000;443355,500000;Ba;2Y;NT;10;150;
Ba_2Y_NT_10_200;29633059,795038;0,088000;95,772921;95,737330;5330774,446412;6454210,500000;2936250,000000;2974600,000000;543360,500000;Ba;2Y;NT;10;200;
Ba_2Y_NT_10_80;11574093,097336;0,070000;96,292754;96,291202;1763193,396704;2996100,000000;1376250,000000;1286500,000000;333350,000000;Ba;2Y;NT;10;80;
Ba_2Y_NT_15_120;16487496,515130;0,055000;96,247391;96,271671;2720706,130795;4689372,000000;1680000,000000;2569350,000000;440022,000000;Ba;2Y;NT;15;120;
Ba_2Y_NT_15_150;19787698,675938;0,071000;96,403623;96,437529;3274413,599473;5637590,500000;2073750,000000;3087150,000000;476690,500000;Ba;2Y;NT;15;150;
Ba_2Y_NT_15_200;27661026,412772;0,055000;96,138272;96,195434;4659593,554238;7291662,000000;2625000,000000;4093300,000000;573362,000000;Ba;2Y;NT;15;200;
Ba_2Y_NT_15_80;10080629,038464;0,063000;96,366331;96,506957;1595993,527155;3249335,500000;1155000,000000;1717650,000000;376685,500000;Ba;2Y;NT;15;80;
Ba_2Y_NT_5_120;25623240,123416;0,080000;93,792155;93,626346;5273912,448619;4442901,500000;2756250,000000;1323300,000000;363351,500000;Ba;2Y;NT;5;120;
Ba_2Y_NT_5_150;30993595,856666;0,097000;94,839188;94,851692;4544855,539434;8632255,500000;5437500,000000;2751400,000000;443355,500000;Ba;2Y;NT;5;150;
Ba_2Y_NT_5_200;38089628,309814;0,134000;94,898066;94,900063;6022202,633495;10146026,500000;6078750,000000;3537250,000000;530026,500000;Ba;2Y;NT;5;200;
Ba_2Y_NT_5_80;15956231,596284;0,093000;94,217319;94,050644;3151214,972169;3122382,000000;1972500,000000;843200,000000;306682,000000;Ba;2Y;NT;5;80;
Ba_3SL_Al_10_120;23620254,654856;0,099000;95,426688;95,429717;3123334,977596;5337126,800000;2160000,000000;2774440,000000;402686,800000;Ba;3SL;Al;10;120;
Ba_3SL_Al_10_150;34892789,207546;0,118000;94,106527;94,110998;5186821,711938;6567770,800000;2703000,000000;3382080,000000;482690,800000;Ba;3SL;Al;10;150;
Ba_3SL_Al_10_200;44475883,338740;0,763000;94,055970;94,055755;7024901,041613;7963230,800000;3189000,000000;4158200,000000;616030,800000;Ba;3SL;Al;10;200;
Ba_3SL_Al_10_80;15590975,734096;0,106000;95,336144;95,329681;2089310,846114;3727882,000000;1500000,000000;1921200,000000;306682,000000;Ba;3SL;Al;10;80;
Ba_3SL_Al_15_120;25924749,435544;0,069000;94,456951;94,463588;3736790,279865;5709354,000000;2139000,000000;3157000,000000;413354,000000;Ba;3SL;Al;15;120;
Ba_3SL_Al_15_150;31758882,174772;0,755000;94,421390;94,431255;4786616,244466;6724650,800000;2424000,000000;3817960,000000;482690,800000;Ba;3SL;Al;15;150;
Ba_3SL_Al_15_200;43977983,248210;0,192000;95,426883;95,524723;5231488,321274;10360164,400000;4977000,000000;4761800,000000;621364,400000;Ba;3SL;Al;15;200;
Ba_3SL_Al_15_80;17504573,706948;0,093000;94,651033;94,646978;2346607,298800;4115042,400000;1428000,000000;2372360,000000;314682,400000;Ba;3SL;Al;15;80;
Ba_3SL_Al_5_120;32082015,357682;0,135000;94,665883;94,877243;3542950,569324;7582460,400000;4674000,000000;2500440,000000;408020,400000;Ba;3SL;Al;5;120;
Ba_3SL_Al_5_150;44294330,486328;0,351000;94,470061;94,496337;4633819,741253;10649157,600000;6687000,000000;3476800,000000;485357,600000;Ba;3SL;Al;5;150;
Ba_3SL_Al_5_200;54355405,224258;0,353000;94,655641;94,704332;6007466,404218;12776324,800000;7359000,000000;4787960,000000;629364,800000;Ba;3SL;Al;5;200;
Ba_3SL_Al_5_80;22821247,393726;0,095000;94,574132;94,702293;2309196,975404;5554922,000000;3663000,000000;1585240,000000;306682,000000;Ba;3SL;Al;5;80;
Ba_3SL_Cr_10_120;32981271,228036;0,112000;94,639530;94,856232;3657489,303393;7481020,400000;4632000,000000;2441000,000000;408020,400000;Ba;3SL;Cr;10;120;
Ba_3SL_Cr_10_150;43540423,736610;0,330000;93,310524;93,484169;5609209,210627;8643650,800000;5229000,000000;2931960,000000;482690,800000;Ba;3SL;Cr;10;150;
Ba_3SL_Cr_10_200;53929326,222930;0,343000;94,507524;94,475744;6138189,685171;12925311,200000;7254000,000000;5047280,000000;624031,200000;Ba;3SL;Cr;10;200;
Ba_3SL_Cr_10_80;24228031,196080;0,119000;92,094548;92,189863;3922689,700103;3476854,400000;2028000,000000;1160840,000000;288014,400000;Ba;3SL;Cr;10;80;
Ba_3SL_Cr_15_120;31862558,438434;0,105000;92,403176;92,464545;5479369,526171;4778872,400000;2667000,000000;1730520,000000;381352,400000;Ba;3SL;Cr;15;120;
Ba_3SL_Cr_15_150;42939296,545894;0,117000;93,344874;93,545280;5436010,924162;8556570,000000;5031000,000000;3058880,000000;466690,000000;Ba;3SL;Cr;15;150;
Ba_3SL_Cr_15_200;54439819,574848;0,487000;94,096971;94,106628;6368935,750066;12553510,800000;7233000,000000;4704480,000000;616030,800000;Ba;3SL;Cr;15;200;
Ba_3SL_Cr_15_80;24440115,911948;0,115000;91,710398;91,757829;4055914,404619;3544067,600000;2121000,000000;1137720,000000;285347,600000;Ba;3SL;Cr;15;80;
Ba_3SL_Cr_5_120;34034033,034430;0,121000;93,860533;94,026537;4101461,416735;7380260,400000;4623000,000000;2349240,000000;408020,400000;Ba;3SL;Cr;5;120;
Ba_3SL_Cr_5_150;39438697,264356;0,406000;94,623845;94,817481;4655635,761447;8401784,400000;5055000,000000;2858760,000000;488024,400000;Ba;3SL;Cr;5;150;
Ba_3SL_Cr_5_200;51311123,671794;0,121000;94,376088;94,568456;6367682,649383;10477524,000000;6066000,000000;3798160,000000;613364,000000;Ba;3SL;Cr;5;200;
Ba_3SL_Cr_5_80;23819226,206540;0,110000;92,020679;92,147049;3867388,267204;3426188,400000;1986000,000000;1138840,000000;301348,400000;Ba;3SL;Cr;5;80;
Ba_3SL_CT_10_120;32005823,790926;0,126000;94,482544;94,644189;3773985,892461;6987074,800000;4218000,000000;2339720,000000;429354,800000;Ba;3SL;CT;10;120;
Ba_3SL_CT_10_150;37944572,201058;0,303000;94,296046;94,338385;4857775,660813;7952598,800000;4752000,000000;2691240,000000;509358,800000;Ba;3SL;CT;10;150;
Ba_3SL_CT_10_200;54898314,458102;0,395000;94,377940;94,316038;6410343,669031;12705793,200000;7389000,000000;4652760,000000;664033,200000;Ba;3SL;CT;10;200;
Ba_3SL_CT_10_80;22066395,725146;0,121000;93,166239;93,192920;3387319,701122;3641229,600000;2142000,000000;1173880,000000;325349,600000;Ba;3SL;CT;10;80;
Ba_3SL_CT_15_120;33765280,544542;0,128000;94,038709;94,214517;3906098,576545;7650342,400000;4674000,000000;2528320,000000;448022,400000;Ba;3SL;CT;15;120;
Ba_3SL_CT_15_150;45682682,493238;1,326000;94,577183;94,421129;4737930,557919;11087426,800000;6708000,000000;3843400,000000;536026,800000;Ba;3SL;CT;15;150;
Ba_3SL_CT_15_200;55050113,090868;0,298000;93,919561;94,054355;7130879,163430;10907766,000000;6294000,000000;3960400,000000;653366,000000;Ba;3SL;CT;15;200;
Ba_3SL_CT_15_80;21090457,694330;0,229000;93,041596;93,097742;3189916,523812;3647896,400000;2151000,000000;1168880,000000;328016,400000;Ba;3SL;CT;15;80;
Ba_3SL_CT_5_120;38773894,134626;0,117000;92,634014;92,800683;5050557,744928;7278674,800000;4302000,000000;2547320,000000;429354,800000;Ba;3SL;CT;5;120;
Ba_3SL_CT_5_150;40421859,400818;0,205000;94,043076;94,216206;4879278,688734;8746585,600000;5136000,000000;3098560,000000;512025,600000;Ba;3SL;CT;5;150;
Ba_3SL_CT_5_200;54441368,753908;0,315000;94,129795;94,293508;6417027,525726;12016325,600000;7182000,000000;4188960,000000;645365,600000;Ba;3SL;CT;5;200;
Ba_3SL_CT_5_80;23867806,648640;0,112000;91,865387;91,838038;4024214,744174;3233603,200000;1800000,000000;1102920,000000;330683,200000;Ba;3SL;CT;5;80;
Ba_3SL_NF_10_120;26776218,411146;0,137000;94,908490;94,956185;3369328,997593;6175007,200000;2811000,000000;2953320,000000;410687,200000;Ba;3SL;NF;10;120;
Ba_3SL_NF_10_150;33414981,241256;0,283000;94,267426;94,201212;4892395,216652;6761250,800000;2775000,000000;3503560,000000;482690,800000;Ba;3SL;NF;10;150;
Ba_3SL_NF_10_200;46414400,697858;1,256000;94,836131;94,977924;5703141,213726;10919858,000000;5403000,000000;4890160,000000;626698,000000;Ba;3SL;NF;10;200;
Ba_3SL_NF_10_80;18646938,088642;0,107000;94,703018;94,730743;2413323,507053;4172881,200000;1893000,000000;1989200,000000;290681,200000;Ba;3SL;NF;10;80;
Ba_3SL_NF_15_120;23744938,768366;0,171000;95,727952;95,774351;2830979,594302;5918900,000000;2790000,000000;2728880,000000;400020,000000;Ba;3SL;NF;15;120;
Ba_3SL_NF_15_150;36594772,844674;0,400000;94,024335;94,117890;5216677,910348;7417037,200000;3180000,000000;3759680,000000;477357,200000;Ba;3SL;NF;15;150;
Ba_3SL_NF_15_200;41639075,723756;0,129000;94,881335;94,994207;5900125,322234;8927483,200000;4017000,000000;4313120,000000;597363,200000;Ba;3SL;NF;15;200;
Ba_3SL_NF_15_80;17218399,568478;0,192000;95,284718;95,345354;2115370,955136;4105001,200000;1944000,000000;1870320,000000;290681,200000;Ba;3SL;NF;15;80;
Ba_3SL_NF_5_120;34923378,823604;0,145000;94,019741;94,184661;4099560,934776;7474713,600000;4665000,000000;2404360,000000;405353,600000;Ba;3SL;NF;5;120;
Ba_3SL_NF_5_150;41820894,659206;0,091000;93,590528;93,660809;5474367,064454;8392064,400000;4992000,000000;2912040,000000;488024,400000;Ba;3SL;NF;5;150;
Ba_3SL_NF_5_200;59266571,657538;1,384000;93,424135;93,555658;7197876,989933;12505978,000000;7317000,000000;4562280,000000;626698,000000;Ba;3SL;NF;5;200;
Ba_3SL_NF_5_80;27447349,289836;0,106000;93,306709;93,466414;3037139,140782;5925042,000000;3870000,000000;1748360,000000;306682,000000;Ba;3SL;NF;5;80;
Ba_3SL_NO_0_120;38773254,714752;0,314000;92,992958;93,178539;4765865,543167;7707168,800000;4737000,000000;2527480,000000;442688,800000;Ba;3SL;NO;0;120;
Ba_3SL_NO_0_150;40882926,961842;0,429000;93,867272;94,046898;5117636,804346;8117652,000000;4638000,000000;2972960,000000;506692,000000;Ba;3SL;NO;0;150;
Ba_3SL_NO_0_200;55952227,728450;1,290000;93,417169;93,555130;7480445,395513;10770752,400000;6243000,000000;3879720,000000;648032,400000;Ba;3SL;NO;0;200;
Ba_3SL_NO_0_80;26136221,724570;0,109000;92,958386;93,042775;3044926,227722;6096298,000000;3933000,000000;1803280,000000;360018,000000;Ba;3SL;NO;0;80;
Ba_3SL_NT_10_120;23457359,260040;0,119000;95,380733;95,363485;3197720,285100;5332222,400000;2211000,000000;2673200,000000;448022,400000;Ba;3SL;NT;10;120;
Ba_3SL_NT_10_150;32774668,146578;0,963000;94,400064;94,431184;4888370,170690;6478772,400000;2517000,000000;3447080,000000;514692,400000;Ba;3SL;NT;10;150;
Ba_3SL_NT_10_200;40795894,330414;0,481000;94,912179;94,976525;5975426,990170;7990352,400000;3303000,000000;4039320,000000;648032,400000;Ba;3SL;NT;10;200;
Ba_3SL_NT_10_80;17350362,434394;0,101000;94,959777;94,916865;2283139,199070;4091178,800000;1614000,000000;2101160,000000;376018,800000;Ba;3SL;NT;10;80;
Ba_3SL_NT_15_120;25532806,876956;0,100000;95,025358;95,127975;3349742,872499;5915144,400000;2295000,000000;3132120,000000;488024,400000;Ba;3SL;NT;15;120;
Ba_3SL_NT_15_150;33538216,820576;0,078000;94,521215;94,667412;4652518,932305;7065534,400000;2724000,000000;3786840,000000;554694,400000;Ba;3SL;NT;15;150;
Ba_3SL_NT_15_200;46563464,716516;0,905000;94,516107;94,563889;6224630,653216;10368300,000000;4821000,000000;4880600,000000;666700,000000;Ba;3SL;NT;15;200;
Ba_3SL_NT_15_80;16246935,827384;0,113000;95,528913;95,539745;1998785,042950;4085165,200000;1686000,000000;2028480,000000;370685,200000;Ba;3SL;NT;15;80;
Ba_3SL_NT_5_120;36244137,291792;0,098000;93,784367;93,929031;4323676,365187;7223728,000000;4623000,000000;2174040,000000;426688,000000;Ba;3SL;NT;5;120;
Ba_3SL_NT_5_150;38298251,509728;0,126000;94,346960;94,486657;4607691,063576;8212265,200000;4959000,000000;2749240,000000;504025,200000;Ba;3SL;NT;5;150;
Ba_3SL_NT_5_200;50943308,938340;0,657000;94,798555;94,852636;5700695,047596;12412205,600000;7098000,000000;4668840,000000;645365,600000;Ba;3SL;NT;5;200;
Ba_3SL_NT_5_80;23693818,674210;0,126000;92,059998;92,130254;3870225,158526;3485376,400000;2007000,000000;1150360,000000;328016,400000;Ba;3SL;NT;5;80;
Ba_3SS_Al_10_120;26283892,631932;0,120000;95,392538;95,387535;3228665,475002;5061400,000000;1974545,454545;2723200,000000;363654,545455;Ba;3SS;Al;10;120;
Ba_3SS_Al_10_150;30838131,457470;0,297000;95,135806;95,087863;4215501,341276;5748845,818182;2252727,272727;3064581,818182;431536,727273;Ba;3SS;Al;10;150;
Ba_3SS_Al_10_200;49519771,283492;0,785000;94,739031;94,802318;6090779,166683;9334768,000000;4508181,818182;4254436,363636;572149,818182;Ba;3SS;Al;10;200;
Ba_3SS_Al_10_80;14712303,867404;0,128000;96,388312;96,352514;1634858,327104;3202049,090909;1355454,545455;1592036,363636;254558,181818;Ba;3SS;Al;10;80;
Ba_3SS_Al_15_120;24321016,488306;0,121000;96,033942;96,032123;2792818,373817;5587412,363636;2200909,090909;3018000,000000;368503,272727;Ba;3SS;Al;15;120;
Ba_3SS_Al_15_150;31240237,302262;0,122000;95,574861;95,545921;3713291,737345;6880337,454545;2582727,272727;3851527,272727;446082,909091;Ba;3SS;Al;15;150;
Ba_3SS_Al_15_200;41109008,022174;0,208000;95,422585;95,478417;4999024,826753;8734817,090909;3155454,545455;4995090,909091;584271,636364;Ba;3SS;Al;15;200;
Ba_3SS_Al_15_80;15207930,272598;0,126000;96,384809;96,382577;1659332,322092;3517055,272727;1298181,818182;1961890,909091;256982,545455;Ba;3SS;Al;15;80;
Ba_3SS_Al_5_120;39192691,955508;0,440000;93,167131;93,225159;4601017,128808;6893436,363636;4194545,454545;2335236,363636;363654,545455;Ba;3SS;Al;5;120;
Ba_3SS_Al_5_150;41215046,239576;0,824000;94,273262;94,426792;4722867,840856;7874809,818182;4614545,454545;2821454,545455;438809,818182;Ba;3SS;Al;5;150;
Ba_3SS_Al_5_200;54291013,539816;1,461000;94,827569;94,904846;5795992,502022;12175266,181818;6834545,454545;4744327,272727;596393,454545;Ba;3SS;Al;5;200;
Ba_3SS_Al_5_80;27159073,998042;0,145000;91,174484;91,198990;4372350,492976;3367891,636364;2015454,545455;1095454,545455;256982,545455;Ba;3SS;Al;5;80;
Ba_3SS_Cr_10_120;34938291,966364;0,137000;94,018081;94,098564;4015302,989206;6677944,727273;4298181,818182;2030654,545455;349108,363636;Ba;3SS;Cr;10;120;
Ba_3SS_Cr_10_150;44540947,658318;0,377000;94,989496;95,026226;4367693,554092;9912713,454545;6193636,363636;3268145,454545;450931,636364;Ba;3SS;Cr;10;150;
Ba_3SS_Cr_10_200;53711944,284652;1,441000;94,264885;94,388834;6783176,661035;9057300,727273;5160000,000000;3337272,727273;560028,000000;Ba;3SS;Cr;10;200;
Ba_3SS_Cr_10_80;25756126,345304;0,151000;92,470328;92,618890;3803731,191861;3359139,636364;2023636,363636;1088218,181818;247285,090909;Ba;3SS;Cr;10;80;
Ba_3SS_Cr_15_120;38607390,198996;0,300000;93,385988;93,576314;4479293,795759;6871120,727273;4186363,636364;2330800,000000;353957,090909;Ba;3SS;Cr;15;120;
Ba_3SS_Cr_15_150;44047668,900344;0,315000;94,280995;94,414212;4969295,421004;8091160,727273;4971818,181818;2692654,545455;426688,000000;Ba;3SS;Cr;15;150;
Ba_3SS_Cr_15_200;57153884,863682;1,436000;94,473666;94,552598;5870062,842011;12079604,727273;7180909,090909;4319272,727273;579422,909091;Ba;3SS;Cr;15;200;
Ba_3SS_Cr_15_80;25759368,106478;0,123000;92,179906;92,213576;3952774,435031;3182969,818182;1911818,181818;1026290,909091;244860,727273;Ba;3SS;Cr;15;80;
Ba_3SS_Cr_5_120;37307063,222824;0,157000;93,638183;93,748127;4261429,998916;6793909,090909;4194545,454545;2235709,090909;363654,545455;Ba;3SS;Cr;5;120;
Ba_3SS_Cr_5_150;44471289,495872;0,352000;93,874093;94,119182;5075681,708783;8363973,454545;5113636,363636;2811527,272727;438809,818182;Ba;3SS;Cr;5;150;
Ba_3SS_Cr_5_200;55969466,701606;0,721000;94,457361;94,507153;6036681,140173;12261266,181818;7210909,090909;4453963,636364;596393,454545;Ba;3SS;Cr;5;200;
Ba_3SS_Cr_5_80;25272989,884370;0,130000;92,542065;92,648579;3696087,631756;3212412,727273;1873636,363636;1084218,181818;254558,181818;Ba;3SS;Cr;5;80;
Ba_3SS_CT_10_120;37424252,265736;0,325000;93,824118;93,985953;4166423,750408;7196105,454545;4478181,818182;2305781,818182;412141,818182;Ba;3SS;CT;10;120;
Ba_3SS_CT_10_150;45202796,975866;0,410000;93,776640;93,999446;5242921,689461;8103733,090909;4821818,181818;2801890,909091;480024,000000;Ba;3SS;CT;10;150;
Ba_3SS_CT_10_200;62989332,641084;0,790000;94,877531;94,815219;5667478,033256;14099122,181818;8732727,272727;4740909,090909;625485,818182;Ba;3SS;CT;10;200;
